Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,narrative_length,word_count,cleaned_narrative
2025-06-09,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"I had both of my accounts with Citi bank XXXX without warning, after payments bounced. I am currently covered under a XXXX and hadnt received my long term XXXX payment due to mistakes from the insurance company. No rememdy was given, and accounts were XXXX, including XXXX that had been open in good standing since XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,43123,,Consent provided,Web,2025-06-09,Closed with explanation,Yes,,13974117,319,56,"i had both of my accounts with citi bank xxxx without warning, after payments bounced. i am currently covered under a xxxx and hadnt received my long term xxxx payment due to mistakes from the insurance company. no rememdy was given, and accounts were xxxx, including xxxx that had been open in good standing since xxxx"
2025-06-09,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"In XX/XX/year>, my Macys credit card ( issued by XXXX XXXX  ) was reported as 30 days late. This was the only late payment in over 12 years of perfect payment history across all of my credit accounts. 

The payment was made immediately after I was notified of the delinquency, and my account has remained in excellent standing ever since. Ive made multiple goodwill requests directly to XXXX XXXX  asking for a courtesy removal of this late mark due to my otherwise flawless record and long-standing loyalty, but all requests have been denied without proper consideration. 

I am not disputing the accuracy of the late payment but requesting that the company make a goodwill adjustment as a fair and reasonable courtesy based on my history. This one-time issue is severely damaging my credit profile despite being an isolated and corrected event. 

I respectfully ask the CFPB to assist in encouraging XXXX XXXX  to re-evaluate this XXXX  request in good faith.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11590,Servicemember,Consent provided,Web,2025-06-09,Closed with explanation,Yes,,13973093,961,160,"in xxxxyear, my macys credit card  issued by xxxx xxxx  was reported as 30 days late. this was the only late payment in over 12 years of perfect payment history across all of my credit accounts. the payment was made immediately after i was notified of the delinquency, and my account has remained in excellent standing ever since. ive made multiple goodwill requests directly to xxxx xxxx asking for a courtesy removal of this late mark due to my otherwise flawless record and longstanding loyalty, but all requests have been denied without proper consideration. i am not disputing the accuracy of the late payment but requesting that the company make a goodwill adjustment as a fair and reasonable courtesy based on my history. this onetime issue is severely damaging my credit profile despite being an isolated and corrected event. i respectfully ask the to assist in encouraging xxxx xxxx to reevaluate this xxxx request in good faith."
2025-06-06,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Citi Mastercard has open XXXX accounts under my name without my permission. I did XXXX bank transfer from XXXX XXXX to Citi Bank Master Card. Citi Bank is charging me double amount of Transfer which against the law. I have been calling them to resolve the issue but no one is listening to me. Cit bank sent the credit debt to collection agency. I have disputed the amount and Citi Bank has not taking care of issue and are holding it against me.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,92530,,Consent provided,Web,2025-06-12,Closed with non-monetary relief,Yes,,13906111,445,83,citi mastercard has open xxxx accounts under my name without my permission. i did xxxx bank transfer from xxxx xxxx to citi bank master card. citi bank is charging me double amount of transfer which against the law. i have been calling them to resolve the issue but no one is listening to me. cit bank sent the credit debt to collection agency. i have disputed the amount and citi bank has not taking care of issue and are holding it against me.
2025-06-06,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,I had my payments on auto-pay they took too long to take it and the payment ended up being returned. I have been working so hard to make payments on time and clean up my history. All I am asking is a one-time forgiveness to remove the missed payment from my credit report. We've been repairing our credit to get ready for home ownership and this one missed late payment really hurt me. I have since paid it off so I can have good standing once again.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WA,98056,,Consent provided,Web,2025-06-06,Closed with non-monetary relief,Yes,,13910645,450,87,i had my payments on autopay they took too long to take it and the payment ended up being returned. i have been working so hard to make payments on time and clean up my history. all i am asking is a onetime forgiveness to remove the missed payment from my credit report. weve been repairing our credit to get ready for home ownership and this one missed late payment really hurt me. i have since paid it off so i can have good standing once again.
2025-06-09,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,I made a purchase is XXXX and signed up for a Best Buy credit card. I paid the payment in full on XX/XX/year>. They have not applied my payment to date. I sent my bank statement in XXXX to show proof. My payment has not been applied to my account.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,75071,,Consent provided,Web,2025-06-09,Closed with monetary relief,Yes,,13977987,247,50,i made a purchase is xxxx and signed up for a best buy credit card. i paid the payment in full on xxxxyear. they have not applied my payment to date. i sent my bank statement in xxxx to show proof. my payment has not been applied to my account.
2025-06-09,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"My XXXX  credit card payment came due for XXXX on XX/XX/XXXX. I paid the amount due via the portal online. XX/XX/XXXX is a Sunday, so the payment posted on Monday. The card company charged me a {$41.00} late fee on XX/XX/XXXX, even though I in actuality made the payment on XX/XX/XXXX. Their explanation was that because the payment was made after XXXX it is considered late since it won't post until Monday. I asked how is it you can post a late fee on XX/XX/XXXX but you can't recognize a payment being paid that day? 

I experienced a similar incident with XXXX XXXX a couple of years ago and they refunded the late charge fee based on the exact same conditions that I have just explained. If the bank doesn't process a payment until Monday, that should not be the consumer 's problem, or penalty. My responsibility is to pay on the date indicated on my bill, and I did that. XXXX  would not reverse the late fee. I closed the account today. 

I work in the finance industry also, and I know that this practice is likely affecting millions of consumers. It is an unlawful practice, benefitting the company greatly financially. 

It is my hope that you will investigate this issue on my behalf and on the behalf of so many others who have been affected by their proposed late fees. If a payment is due on a weekend day, and a consumer pays the amount due on that day, regardless of the time, it should be considered an on-time payment. 

Thank you in advance for taking a look into this matter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Continental Finance Company, LLC",TX,76110,,Consent provided,Web,2025-06-09,Closed with explanation,Yes,,13980711,1496,273,"my xxxx credit card payment came due for xxxx on xxxxxxxx. i paid the amount due via the portal online. xxxxxxxx is a sunday, so the payment posted on monday. the card company charged me a 41.00 late fee on xxxxxxxx, even though i in actuality made the payment on xxxxxxxx. their explanation was that because the payment was made after xxxx it is considered late since it wont post until monday. i asked how is it you can post a late fee on xxxxxxxx but you cant recognize a payment being paid that day? i experienced a similar incident with xxxx xxxx a couple of years ago and they refunded the late charge fee based on the exact same conditions that i have just explained. if the bank doesnt process a payment until monday, that should not be the consumer s problem, or penalty. my responsibility is to pay on the date indicated on my bill, and i did that. xxxx would not reverse the late fee. i closed the account today. i work in the finance industry also, and i know that this practice is likely affecting millions of consumers. it is an unlawful practice, benefitting the company greatly financially. it is my hope that you will investigate this issue on my behalf and on the behalf of so many others who have been affected by their proposed late fees. if a payment is due on a weekend day, and a consumer pays the amount due on that day, regardless of the time, it should be considered an ontime payment. thank you in advance for taking a look into this matter."
2025-06-05,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"Wells Fargo XXXX XXXX credit card runs XXXX for card holders to book airline travel & hotel stays. I booked some hotel stays thru them. 
One the hotels ( XXXX XXXX XXXX XXXX XXXX, XXXX ) didn't offer breakfast contrary to what XXXX advertised that breakfast is included in the price they charged me. I didn't complain At the next hotel ( XXXX XXXX, XXXX XXXX, XXXX ) the hotel had no room for me because XXXX did not transmit my booking info & my payment to them. I was now faced with the inconvenience & extra expenses to going around to look for another hotel. I later emailed XXXX about this & asked them to refund my payment, they never did After I returned from my trip, I contacted Hotels.com com about the refund, they sent me a condescending email saying they'll consider giving me a "" goodwill gesture ... '' I replied, advising them that this is no good will gesture, it's my right since they failed to render the service for which the took a payment. I reminded them of similar issue a few months earlier when they took my payment but never passed my booking & payment to the hotel ( XXXX XXXX XXXX, XXXX XX/XX/XXXX ) for which I didn't complain because I thought that was a one off error. 
I also fwded them the message from XXXX XXXX where they said I should contact XXXX for my refund because they ( XXXX ) never received my payment or info from XXXX To resolve the situation & compensate me for the inconveniences they caused me in the current situation with XXXX XXXX, I asked XXXX to refund my {$22.00} payment as rewards credit as well as credit me a paltry sum of about {$27.00} in rewards for the inconvenience and hardship they put me thru, so both refund & compensation will come to a total of {$50.00} in rewards credit. 
This is more of a symbolic gesture from me, as the hardship & inconvenience they put me thru far exceeds the {$27.00} rewards credit I asked for. They chose not to do that, and at this time have not refunded anything to me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,75243,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13916453,1968,368,"wells fargo xxxx xxxx credit card runs xxxx for card holders to book airline travel  hotel stays. i booked some hotel stays thru them. one the hotels  xxxx xxxx xxxx xxxx xxxx, xxxx  didnt offer breakfast contrary to what xxxx advertised that breakfast is included in the price they charged me. i didnt complain at the next hotel  xxxx xxxx, xxxx xxxx, xxxx  the hotel had no room for me because xxxx did not transmit my booking info  my payment to them. i was now faced with the inconvenience  extra expenses to going around to look for another hotel. i later emailed xxxx about this  asked them to refund my payment, they never did after i returned from my trip, i contacted hotels.com com about the refund, they sent me a condescending email saying theyll consider giving me a  goodwill gesture .  i replied, advising them that this is no good will gesture, its my right since they failed to render the service for which the took a payment. i reminded them of similar issue a few months earlier when they took my payment but never passed my booking  payment to the hotel  xxxx xxxx xxxx, xxxx xxxxxxxx  for which i didnt complain because i thought that was a one off error. i also fwded them the message from xxxx xxxx where they said i should contact xxxx for my refund because they  xxxx  never received my payment or info from xxxx to resolve the situation  compensate me for the inconveniences they caused me in the current situation with xxxx xxxx, i asked xxxx to refund my 22.00 payment as rewards credit as well as credit me a paltry sum of about 27.00 in rewards for the inconvenience and hardship they put me thru, so both refund  compensation will come to a total of 50.00 in rewards credit. this is more of a symbolic gesture from me, as the hardship  inconvenience they put me thru far exceeds the 27.00 rewards credit i asked for. they chose not to do that, and at this time have not refunded anything to me."
2025-06-09,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,"XXXXOverpaid my XXXX XXXX  account XXXX  and am owed XXXX. I've spoken with several people since XXXX  regarding this and am always told it's in process.  Then I call and they say it was stopped.  They reinstate it and since XXXX  I hear the same thing.  It's in process and takes 4-6 weeks. Please see notes below.  Final note I was told it was mailed XXXX XXXX and I should have received it.  I haven't received it as of XXXX.  The US mail doesn't take a month to deliver.  I inquired about electronic payment and they said they can't do that.  Yet they can accept electronic payments.  I've been given the runaround now for a few months. XXXX XXXX XXXX recovery dept said she escalated it to be refunded XXXX XXXX  spoke with supervisor XXXXCheck for XXXX being processed perXXXX XXXXPer XXXX  check XXXX  that was stopped in XXXX  I need to request a check reissue XXXXCall XXXX XXXX ask for a supervisor in US or a US account representative XXXX XXXX or XXXX  in US  tell them to read XXXX  notes of XXXX and that explains it all.  I want my refund check XXXX- Spoke with XXXX  around XXXX  check is in next stage to be mailed outXXXXAccount XXXX per XXXX  on XXXX another request for check was made with expedited XXXXCall back on XXXX if not received XXXX spoke with XXXX  and she said check was sent XXXX and takes 4-6 weeks. Was not sent XXXX""",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,IL,60090,Older American,Consent provided,Web,2025-06-09,Closed with explanation,Yes,,13981661,1352,248,xxxxoverpaid my xxxx xxxx account xxxx and am owed xxxx. ive spoken with several people since xxxx regarding this and am always told its in process. then i call and they say it was stopped. they reinstate it and since xxxx i hear the same thing. its in process and takes 46 weeks. please see notes below. final note i was told it was mailed xxxx xxxx and i should have received it. i havent received it as of xxxx. the us mail doesnt take a month to deliver. i inquired about electronic payment and they said they cant do that. yet they can accept electronic payments. ive been given the runaround now for a few months. xxxx xxxx xxxx recovery dept said she escalated it to be refunded xxxx xxxx spoke with supervisor xxxxcheck for xxxx being processed perxxxx xxxxper xxxx check xxxx that was stopped in xxxx i need to request a check reissue xxxxcall xxxx xxxx ask for a supervisor in us or a us account representative xxxx xxxx or xxxx in us tell them to read xxxx notes of xxxx and that explains it all. i want my refund check xxxx spoke with xxxx around xxxx check is in next stage to be mailed outxxxxaccount xxxx per xxxx on xxxx another request for check was made with expedited xxxxcall back on xxxx if not received xxxx spoke with xxxx and she said check was sent xxxx and takes 46 weeks. was not sent xxxx
2025-06-05,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,I am legally XXXX but my card was charged for a car rental on XX/XX/2025 but I was never at the rental place on XXXX XXXX. I disputed several times but it was never resolved. I have even sent over proof of legal blindness from XXXX XXXX XXXX XXXX XXXX but they will not reverse the charge. I am XXXX and my card was stolen and used but I did not authorize a {$2900.00} that was charged to my XXXX  credit card. Respectfully XXXX XXXX tel- XXXX,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Continental Finance Company, LLC",NY,11691,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13918857,443,87,i am legally xxxx but my card was charged for a car rental on xxxx2025 but i was never at the rental place on xxxx xxxx. i disputed several times but it was never resolved. i have even sent over proof of legal blindness from xxxx xxxx xxxx xxxx xxxx but they will not reverse the charge. i am xxxx and my card was stolen and used but i did not authorize a 2900.00 that was charged to my xxxx credit card. respectfully xxxx xxxx tel xxxx
2025-06-05,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"So in XXXX I found bankruptcy however my credit card company prosper did not close my account due to the bankruptcy. XXXX assuming that their department was behind in notifications so they close my account in XXXX for bankruptcy however by that time my bankruptcy was voluntarily dismissed. I called the company. I explained that to them I sent them proof that my bankruptcy was dismissed by me. I understood they could not open my account back up. I was totally fine with that, however Going forward they told me starting in XXXX when I tried to make my payment that they could not accept payments from me. They can only accept them from a trustee. I no longer had a trustee I sent them all of the documentation that they asked for me. They still will not accept payments for me. This all begin in XX/XX/XXXX so they begin reporting late payments to my credit report after advising me that they could not take payments for me. I called in multiple times. I have multiple emails from that company of me trying to make payment. Finally they allow me to make one payment so I try to set up future payments. My future payments were returned. Well they not they didnt go through at all. I called the company and asked why didnt they take the money out of my bank account they told me once again this is now XXXX of XXXX that they couldnt accept my payment. I asked the company if they couldnt take my payments to please stop reporting late to my credit report. I sent proof to XXXX the email that the company sent to me, stated that they could not receive my payments and experience still wont remove the late payment as well",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Prosper Marketplace, Inc.",KS,662XX,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13921014,1621,300,"so in xxxx i found bankruptcy however my credit card company prosper did not close my account due to the bankruptcy. xxxx assuming that their department was behind in notifications so they close my account in xxxx for bankruptcy however by that time my bankruptcy was voluntarily dismissed. i called the company. i explained that to them i sent them proof that my bankruptcy was dismissed by me. i understood they could not open my account back up. i was totally fine with that, however going forward they told me starting in xxxx when i tried to make my payment that they could not accept payments from me. they can only accept them from a trustee. i no longer had a trustee i sent them all of the documentation that they asked for me. they still will not accept payments for me. this all begin in xxxxxxxx so they begin reporting late payments to my credit report after advising me that they could not take payments for me. i called in multiple times. i have multiple emails from that company of me trying to make payment. finally they allow me to make one payment so i try to set up future payments. my future payments were returned. well they not they didnt go through at all. i called the company and asked why didnt they take the money out of my bank account they told me once again this is now xxxx of xxxx that they couldnt accept my payment. i asked the company if they couldnt take my payments to please stop reporting late to my credit report. i sent proof to xxxx the email that the company sent to me, stated that they could not receive my payments and experience still wont remove the late payment as well"
2025-06-05,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"To Whom It XXXX Concern, This letter serves as a formal dispute under the Fair Credit Reporting Act ( FCRA ), XXXX XXXX. XXXX, regarding a late payment inaccurately reported on my Citi Bank crXXXX XXXX  account to XXXX XXXX XXXX XXXX XXXX for the month of XX/XX/year>. 

On XX/XX/year>, I submitted a written dispute to Citi Bank contesting this error. This account is relatively new, and I have consistently made my monthly payments online in good faith. However, I have experienced repeated technical issues with Citis payment portalspecifically, a persistent syncing error that prevents the payment from processing properly despite multiple attempts. 

I relied on XXXX online payment system in good faith and expected it to function reliably. When I noticed the late mark, I contacted Citi Bank through my authorized agent, whose XXXX XXXX XXXX XXXX XXXX XXXX  was submitted along with the initial dispute. Despite his repeated attempts to resolve the issue, Citi Bank failed to provide a resolution and offered only inconsistent responses. 

On XX/XX/year>, I participated in a XXXX  call with my XXXX and a Citi Bank XXXX XXXX  to address the matter directly. During this call, the XXXX acknowledged other methods for making payments but made no effort to address the flaws in the online system or take responsibility for the system failure. Furthermore, we were instructed to fax another dispute to a different department, even though my original dispute and XXXX remain on file with Citi. 

This lack of accountability and the flawed handling of my dispute have caused a XXXX impact on XXXX XXXX XXXX which may now affect current and future financial opportunities, including investment-related financing. The reported late payment for XX/XX/year> is inaccurate, and the circumstances clearly demonstrate that I acted in good faith and made every effort to pay on time using XXXX designated platform.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,78259,,Consent provided,Web,2025-06-05,Closed with non-monetary relief,Yes,,13924766,1908,306,"to whom it xxxx concern, this letter serves as a formal dispute under the fair credit reporting act  fcra , xxxx xxxx. xxxx, regarding a late payment inaccurately reported on my citi bank crxxxx xxxx account to xxxx xxxx xxxx xxxx xxxx for the month of xxxxyear. on xxxxyear, i submitted a written dispute to citi bank contesting this error. this account is relatively new, and i have consistently made my monthly payments online in good faith. however, i have experienced repeated technical issues with citis payment portalspecifically, a persistent syncing error that prevents the payment from processing properly despite multiple attempts. i relied on xxxx online payment system in good faith and expected it to function reliably. when i noticed the late mark, i contacted citi bank through my authorized agent, whose xxxx xxxx xxxx xxxx xxxx xxxx was submitted along with the initial dispute. despite his repeated attempts to resolve the issue, citi bank failed to provide a resolution and offered only inconsistent responses. on xxxxyear, i participated in a xxxx call with my xxxx and a citi bank xxxx xxxx to address the matter directly. during this call, the xxxx acknowledged other methods for making payments but made no effort to address the flaws in the online system or take responsibility for the system failure. furthermore, we were instructed to fax another dispute to a different department, even though my original dispute and xxxx remain on file with citi. this lack of accountability and the flawed handling of my dispute have caused a xxxx impact on xxxx xxxx xxxx which may now affect current and future financial opportunities, including investmentrelated financing. the reported late payment for xxxxyear is inaccurate, and the circumstances clearly demonstrate that i acted in good faith and made every effort to pay on time using xxxx designated platform."
2025-06-05,Credit card,Store credit card,Closing your account,Company closed your account,"It started when Synchrony Bank closed my XXXX XXXX credit card I opened this account XX/XX/XXXX the last time I used that card was XX/XX/XXXX. And when I tried to use it in XX/XX/XXXX Synchrony Bank closed it XX/XX/XXXX saying Synchrony Bank indicative of high risk of failure to pay. When the account have been paid off over a year if they had said lack of use I would have understood. 

Now XX/XX/XXXX went to Lowes charged XXXX, no problem. Then I paid it off. XX/XX/XXXX I charged XXXX and paid that off. Went back to Lowes to make another purchase and found out that they close my account, and when I called Synchrony Bank they told me Lowes handle their own accounts, and Lowes told me Synchrony handles this account and theres nothing they can do about it. Lowes went on and looked up my account and said Synchrony Bank indicative of high risk of failure to pay. my account was paid in full XXXX XXXX charged over {$10000.00} and paid that off. 

I opened this PayPal Master card XX/XX/XXXX I charged a lot on it paid it off and please know I always pay early they get little to no interest. Well I have been charging on it since. The last time I charged on this card was XX/XX/XXXX when I charged {$380.00} I had no problem, back in XXXX XXXX I purchased something from XXXX that cost XXXX which I never received, so I filed a claim with PayPal Master Card and they took the {$200.00} off until after investigation so kept checking my PayPal Master Card account, XX/XX/XXXX I see the {$200.00} show back on my PayPal account, so I called them to ask why am I seeing this {$200.00} when I filed a claim they told I never filed, so I ask them if I could file now! and they said yes! so I filed again this time they never removed the {$200.00}. 2 days later XX/XX/XXXX I went on a just paid it in full. I dont know whats going on but I do know its not right. Synchrony Bank Owns the rights to this card. They closed the Card XX/XX/XXXX. Saying Synchrony Bank indicative of high risk of failure to pay. 

PayPal credit I had for a very long time more than 15 years whether I used the credit or not they have never turned that credit off. But thats not the case right now Ive been using this credit for the last few months last used XX/XX/XXXX and XX/XX/XXXX Synchrony closed the account saying Synchrony Bank indicative of high risk of failure to pay. 

JC Pennys Master Card : the last time I used this card was a long time ago maybe XX/XX/XXXX It doesnt really matter that they closed this card but it has been almost 3 years and it was open until last month XX/XX/XXXX and closed like the other one and they were being used. It didnt matter to Synchrony Bank whether the card was being used and paid for or not they because they still closed the account and the same thing Synchrony Bank indicative of high risk of failure to pay. I always paid on time or before time. Whenever you see Synchrony Banks name on something run.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,CA,953XX,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13914309,2931,551,"it started when synchrony bank closed my xxxx xxxx credit card i opened this account xxxxxxxx the last time i used that card was xxxxxxxx. and when i tried to use it in xxxxxxxx synchrony bank closed it xxxxxxxx saying synchrony bank indicative of high risk of failure to pay. when the account have been paid off over a year if they had said lack of use i would have understood. now xxxxxxxx went to lowes charged xxxx, no problem. then i paid it off. xxxxxxxx i charged xxxx and paid that off. went back to lowes to make another purchase and found out that they close my account, and when i called synchrony bank they told me lowes handle their own accounts, and lowes told me synchrony handles this account and theres nothing they can do about it. lowes went on and looked up my account and said synchrony bank indicative of high risk of failure to pay. my account was paid in full xxxx xxxx charged over 10000.00 and paid that off. i opened this paypal master card xxxxxxxx i charged a lot on it paid it off and please know i always pay early they get little to no interest. well i have been charging on it since. the last time i charged on this card was xxxxxxxx when i charged 380.00 i had no problem, back in xxxx xxxx i purchased something from xxxx that cost xxxx which i never received, so i filed a claim with paypal master card and they took the 200.00 off until after investigation so kept checking my paypal master card account, xxxxxxxx i see the 200.00 show back on my paypal account, so i called them to ask why am i seeing this 200.00 when i filed a claim they told i never filed, so i ask them if i could file now! and they said yes! so i filed again this time they never removed the 200.00. 2 days later xxxxxxxx i went on a just paid it in full. i dont know whats going on but i do know its not right. synchrony bank owns the rights to this card. they closed the card xxxxxxxx. saying synchrony bank indicative of high risk of failure to pay. paypal credit i had for a very long time more than 15 years whether i used the credit or not they have never turned that credit off. but thats not the case right now ive been using this credit for the last few months last used xxxxxxxx and xxxxxxxx synchrony closed the account saying synchrony bank indicative of high risk of failure to pay. jc pennys master card  the last time i used this card was a long time ago maybe xxxxxxxx it doesnt really matter that they closed this card but it has been almost 3 years and it was open until last month xxxxxxxx and closed like the other one and they were being used. it didnt matter to synchrony bank whether the card was being used and paid for or not they because they still closed the account and the same thing synchrony bank indicative of high risk of failure to pay. i always paid on time or before time. whenever you see synchrony banks name on something run."
2025-06-04,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with balance transfer,"In XX/XX/scrub> 2025, I requested a {$13000.00} balance transfer from Citi with 0 % interest until XXXX. Consequent months, I continued using my credit card and paid my purchases in full ( and some extra money ). Still, I was was being charged interest. I called multiple times, and only after XXXXXXXX XXXX on the phone with XXXX different Citibank Representatives, someone was finally able to explain to me why I was charged interest. Apparently, the Bank suddenly starts charging daily interest in the purchases you make with the card, even if you pay the purchases in full each month to the card, and even if before ( without the balance transfer ) Citi would not charge interest when you pay the purchases in full. I find this quite deceptive, as I was not explained earlier that I would accrue interest on purchases suddenly, while usually I would not be charged for those if you pay them in full. So when you take a 0 % APR balance transfer, they may not charge you interest on that, but suddenly Citi starts charging you interest on something else that they had never charged you interest on before. They say that this was part of the terms and conditions of the balance transfer, but I feel it was not clearly, understandably and transparently communicated, that this was a sudden CHANGE, something new that was introduced to suddenly charge interest on what they would not do before. The total interest charged was apprx. {$400.00} and I received around half of it back as a courtesy. I feel it is an unethical practice and I would not want other people to become the victim of such deceptive practices. I wonder whether others have the same experience and if a class action lawsuit could make sense.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MD,20850,,Consent provided,Web,2025-06-04,Closed with monetary relief,Yes,,13882185,1710,301,"in xxxxscrub 2025, i requested a 13000.00 balance transfer from citi with 0  interest until xxxx. consequent months, i continued using my credit card and paid my purchases in full  and some extra money . still, i was was being charged interest. i called multiple times, and only after xxxxxxxx xxxx on the phone with xxxx different citibank representatives, someone was finally able to explain to me why i was charged interest. apparently, the bank suddenly starts charging daily interest in the purchases you make with the card, even if you pay the purchases in full each month to the card, and even if before  without the balance transfer  citi would not charge interest when you pay the purchases in full. i find this quite deceptive, as i was not explained earlier that i would accrue interest on purchases suddenly, while usually i would not be charged for those if you pay them in full. so when you take a 0  apr balance transfer, they may not charge you interest on that, but suddenly citi starts charging you interest on something else that they had never charged you interest on before. they say that this was part of the terms and conditions of the balance transfer, but i feel it was not clearly, understandably and transparently communicated, that this was a sudden change, something new that was introduced to suddenly charge interest on what they would not do before. the total interest charged was apprx. 400.00 and i received around half of it back as a courtesy. i feel it is an unethical practice and i would not want other people to become the victim of such deceptive practices. i wonder whether others have the same experience and if a class action lawsuit could make sense."
2025-06-04,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"Today, XX/XX/year>, between XXXX and XXXXXXXX XXXX, I contacted Citibank after being notified of an outstanding balance of {$100.00} on my credit card. When attempting to verify my identity through their website, I was unable to proceed because the phone verification system failed to send the code to my registered number. 

I then attempted to resolve the matter over the phone and offered to make the full payment of {$100.00} immediately to avoid any additional charges. However, the representative refused to process the payment because they were again unable to verify either my phone number or security question. 

During the call, I provided my full personal information : Social Security Number Date of Birth Full Name Card Number Despite my clear intention to resolve the issue and fulfill my payment obligation, the agent refused to accept my payment and could not guarantee that I wouldnt be charged further fees. 

When I requested a reference number for the call and the agents full name, they refused to provide either. Additionally, the agent declined to confirm the mailing address where the verification letter and code were allegedly sent. 

My complaint is that I am being penalized for an issue that is not my fault. I am ready and willing to pay my full balance of {$100.00}, and I find it abusive and unacceptable that Citibank is preventing me from doing so due to a technical failure on their end. 

I respectfully request that this matter be escalated, that my account not incur further fees, and that I be contacted with a resolution as soon as possible. 

Thank you for your attention to this urgent matter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,92173,,Consent provided,Web,2025-06-04,Closed with explanation,Yes,,13893814,1635,273,"today, xxxxyear, between xxxx and xxxxxxxx xxxx, i contacted citibank after being notified of an outstanding balance of 100.00 on my credit card. when attempting to verify my identity through their website, i was unable to proceed because the phone verification system failed to send the code to my registered number. i then attempted to resolve the matter over the phone and offered to make the full payment of 100.00 immediately to avoid any additional charges. however, the representative refused to process the payment because they were again unable to verify either my phone number or security question. during the call, i provided my full personal information  social security number date of birth full name card number despite my clear intention to resolve the issue and fulfill my payment obligation, the agent refused to accept my payment and could not guarantee that i wouldnt be charged further fees. when i requested a reference number for the call and the agents full name, they refused to provide either. additionally, the agent declined to confirm the mailing address where the verification letter and code were allegedly sent. my complaint is that i am being penalized for an issue that is not my fault. i am ready and willing to pay my full balance of 100.00, and i find it abusive and unacceptable that citibank is preventing me from doing so due to a technical failure on their end. i respectfully request that this matter be escalated, that my account not incur further fees, and that i be contacted with a resolution as soon as possible. thank you for your attention to this urgent matter."
