chunk_text,metadata
"that lacks transparency and support in every way. when i call, im treated so horribly each time your employees, which sound like theyre in the us not outsourced for the application status and recon departments, literally sound like they hate their jobs and are quasiyelling, they talk over me, they dont listen, they just treat you like xxxx and make you feel like you mean nothing and youre just bothering them, without any efforts to look into the declines that are not my fault and are system generated.","{""complaint_id"": 78, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 5}"
"es that are not my fault and are system generated. they speak with such a hostile and aggressive tone. citi does not seem to care about existing relationships either which is surprising for a bank this size. due to this consistently very poor client experience, im reconsidering the entire relationship with citi on the banking side as well, which ive had for a while now.","{""complaint_id"": 78, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 5}"
"nking side as well, which ive had for a while now. i am really confused why i have no chances of getting any citi credit card at all  even secured when i have the balances on the banking side  and given you can see i have the most premium highend credit cards of every major bank in the u.s. without any issues  xxxx, xxxx, xxxx xxxx, xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx  plus private banking relationships with the largest bank in the world.","{""complaint_id"": 78, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 5}"
"relationships with the largest bank in the world. i gave citi many chances to try to see if they could offer something good for me and my business but so far, you dont seem to want my business at all. additionally, i have concerns of questionable practices due to my last name being in xxxx and perhaps getting easier declines due to being xxxx, which is concerning.","{""complaint_id"": 78, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 5}"
called macys customer service for a price adjustment yesterday morning. i was told the total of the price adjustment that i would receive and i also received an email confirmation of the price adjustment. the price adjustment is not correct on my credit card bill. i am still owed the complete amount shown in the emails and promised when i called to get the price adjustment. i have had to contact macys customer service again to try to get information regarding this.,"{""complaint_id"": 95, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"ce again to try to get information regarding this. after another over xxxx minute call, still no avail. i have also had to file a xxxx complaint, still no avail.","{""complaint_id"": 95, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
i applied for and was approved for a capital one secured xxxx xxxx credit card with a required security deposit of xxxx dollars which i made using my checking account. immediately after taking the xxxx from my checking account capital one sent me an email informing me that they have decided to deny my application with no mention of refunding nor sending back my xxxx security deposit. it has been xxxx weeks and i still have not received my security deposit to my checking account.,"{""complaint_id"": 29, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
ceived my security deposit to my checking account. capital one denied my application yet still took the xxxx dollars from my checking account and has failed to refund my money as of xxxxxxxx xxxxxxxx xxxx xxxxxxxx,"{""complaint_id"": 29, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
i filed a scam dispute in xxxx2020 a job found on xxxx i provided them email pictures the instructions they sent for this work at home job xxxx. i was scammed out of they made me responsible.,"{""complaint_id"": 142, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
xx. i was scammed out of they made me responsible. xxxx xxxx offering work from home xxxx hour they contact you interview you fill out an application then they call tell you that you have the job and then ask you to get software the software they have you look for from a list they send ends up not being in store and its at that time they see buy they gift cards so they can do the software purchase.,"{""complaint_id"": 142, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
y gift cards so they can do the software purchase. 5 years later i see that this has now been seen as a loan scam at the time i filed i was left holding iit with citi bank xxxx. i believe i should get my money back,"{""complaint_id"": 142, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
my information was heisted and this accounts are fraudulent and do not belong to me. i would like these accounts completely removed from all three credit bureaus on my credit report.,"{""complaint_id"": 51, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
xxxx xxxx xxxx xxxx issued by xxxxxxxx xxxx i received a bill stating that i owed them a 99.00 service fee a charge card that was closed by the company due to nonuse. i informed them that this was an inaccurate charge due to this account being closed. the representative that i spoke to on xxxxyear would not forward my call to a supervisor when i repeatedly requested to speak to a supervisor.,"{""complaint_id"": 162, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
n i repeatedly requested to speak to a supervisor. her reasoning for not transferring my call was because was that xxxx xxxx was not a recognized bank and that she would not allow me to speak with a supervisor. the number that i called was xxxx,"{""complaint_id"": 162, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"for a us bank state farm credit card. several issues  xxxx  a promotion was taken out offering 0  interest for a number of months. this promotion was paid back in full  however, interest was charged on it for not just xxxx, but xxxx months after it was paid off. when i called, they said they had ended the promotional cycle early, and this information was listed in a  statement  which is different from the information you see when you log into online banking.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
"ormation you see when you log into online banking. the  statements  can not even be opened via the online banking  they must be downloaded, which means they are impossible to open if youre on a shared computer or mobile device. this is very deceiving especially given they show different information than what is available when you log into the online banking website. xxxx  to make up for the improperly charged interest, us bank offered 50.00 in rewards to be added to my rewards balance.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
"0.00 in rewards to be added to my rewards balance. this was supposed to appear on the following statement, which would be available xxxxxxxx. as of xxxxxxxx, it is not available. xxxx  interest was again charged for the balance that had been paid 2 months prior. when called, the representative claimed it was a late fee and it was invalid, and said there was nothing she could do to waive it and there was no one to transfer me to.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
"o waive it and there was no one to transfer me to. xxxx  the  statement  issue deserves to be mentioned as this is outrageous. when you log into the online banking website, it shows all your accounts and balances. the representative on the phone is claiming that the statements are different. however, these can only be downloaded onto a device  they can not be accessed simply looking at them online.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
"can not be accessed simply looking at them online. this is incredibly misleading and deceiving, especially when they apparently contain different information than what you can see by logging into your account to make payments. xxxx  i called again and spoke with another representative who gave me no options for contesting charges or looking at these other statements. there absolutely needs to be an option for contesting invalid charges to your account.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
"on for contesting invalid charges to your account. otherwise, us bank could just make up whatever charges they want, charge whatever customers they want, and keep stealing money from them. it appears that it what they are doing.","{""complaint_id"": 183, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"on xxxxyear, i was notified by email that citi had unilaterally reduced the credit limits on two of my accounts  ending in xxxx and xxxx , without prior notice. at the time, no  notices and letters  were visible in my account, nor was any mailed or posted correspondence available as of that date. only after submitting a formal complaint  case  xxxx  did citi upload two notices dated xxxxyear, which were not received until xxxxxxxx, xxxx the limit reduction had already taken effect.","{""complaint_id"": 31, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
xxxx the limit reduction had already taken effect. this backdating raises concerns of postaction documentation to cover an already executed change and misleads regulators and the customer into believing timely notice was provided when it was not. this sequence constitutes deceptive or misleading communication regarding a major account change that materially impacted my credit utilization and score.,"{""complaint_id"": 31, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
"terially impacted my credit utilization and score. the misleading nature of the documents and notification timing violates the spirit of transparency, potentially skirting regulatory obligations under the card act or other fair lending principles.","{""complaint_id"": 31, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
apple card kept siding with merchant xxxx after they clearly violated policy on warranty and refund and exchange. i was charged 1600.00 for a washer and dryer both went defective within the first 2 months. i contacted xxxx and was told i have to take item issues with manufacturer which is located in xxxx. as per xxxx policy they dont fix or help with items until 365 days after purchase.,"{""complaint_id"": 154, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 5}"
or help with items until 365 days after purchase. i contact manufacturer and it was terrible i even emailed them and they told me they got my inquiry and never responded until 3 months later. so i disputed because none of my issues even got attempted to get fix by manufacturer. so when i disputed xxxx who said they cant do nothing until a year after purchase decided to contact me.,"{""complaint_id"": 154, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 5}"
until a year after purchase decided to contact me. the only reason they contacted me is cause i disputed the charge but remember they cant do nothing for 365 days after purchase. with my dispute i provided goldman sachs with sufficient evidence of xxxx violating policy. goldman sachs kept siding with merchant. they kept giving me the credit back then reversing it saying my evidence wasnt enough when evidence clearly shows xxxx in the wrong.,"{""complaint_id"": 154, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 5}"
ugh when evidence clearly shows xxxx in the wrong. i told the xxxx consumer dept to come pick up their items it had been a few months and no help. i disputed charge multiple times and goldman sachs still sided with merchant. so i stopped paying them until issue was fixed and for them to reverse siding with the merchant. after multiple times of disputing and turning in same evidence over and over i gave up and they finally closed my account but they did it to negatively affect my credit.,"{""complaint_id"": 154, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 5}"
"nt but they did it to negatively affect my credit. also i was misled on interest rates. goldman sachs mishandled my disputes, engaged in misleading marketing and imposed wrongful charges on my account. my disputes were met with a few mistakes such as untimely responses, failure to provide required credits, inaccurate reports about consumers to consumer reporting agencies and failure to properly investigate and resolve the disputes that i submitted.","{""complaint_id"": 154, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 5}"
"i am writing in response to your communication dated  insert date of first contact , in which you allege that i owe a debt. this is a formal notice that i dispute the validity of this debt, as provided for by the fair debt collection practices act, specifically 15 u.s.c. 1692g  a .","{""complaint_id"": 12, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"n practices act, specifically 15 u.s.c. 1692g  a . under this law, i am requesting that you provide proper validation of the debt, including  the name and address of the original creditor  the amount of the alleged debt  a copy of the original contract or agreement bearing my signature, if applicable  proof that you are authorized to collect on this debt  and a detailed accounting of how the amount you claim is owed was calculated.","{""complaint_id"": 12, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
"f how the amount you claim is owed was calculated. please be advised that until you provide the requested validation, you are legally required to cease all collection activities, including phone calls, letters, or credit reporting related to this debt. if you are unable to verify the debt, you must stop all attempts to collect it and remove any negative information you may have reported to credit bureaus.","{""complaint_id"": 12, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
"two transactions were done through citi bank and we have proven that two transactions were done as fraud. we were buying into xxxx xxxx for them to take over our existing timeshare. first amount of 1200.00 to xxxx xxxx partial payment in lue of taking over our xxxx xxxx times share, which is located in xxxx xxxx nevada. case id xxxx .the second payment being 6300.00 case id xxxx.","{""complaint_id"": 41, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"xx .the second payment being 6300.00 case id xxxx. we signed the equity value agreement xxxxxxxx and nothing had been done, i reached out to them to ask if the transfer in ownership of xxxx xxxx had been completed. they then sent us a new equity value agreement dated xxxxxxxx to sign with terms that we had not agreed to. they sent it via text message. we called the xxxx xxxx to confirm if anything had been sent to them regarding the tranfer. they said no.","{""complaint_id"": 41, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
sent to them regarding the tranfer. they said no. i then requested the refund from citi bank due to fraud. we sent all the paper work to citi bank to prove this 3 seperate times via mail and email. they denied both refunds.,"{""complaint_id"": 41, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
"i am writing to file a formal complaint regarding an unresolved issue with my citi credit card account that has caused me significant financial harm and emotional distress. an authorized user on my citi credit card account incurred nearly 40000.00 in charges without my knowledge or approval. upon discovering the activity, i immediately contacted citi to resolve the situation and requested that they waive the interest so i could pay the full amount directly.","{""complaint_id"": 124, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"interest so i could pay the full amount directly. despite my efforts and clear cooperation, citi denied my request multiple times. as a result, i was forced to pay nearly 2000.00 in interest charges on a balance i did not personally authorize after i closed the account on top of the 40000.00. throughout this process, i experienced extreme stress, xxxx, and a sense of helplessness, spending months trying to work with citi in good faith to find a resolution that was both fair and reasonable.","{""complaint_id"": 124, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"im writing to provide more information on the credit card dispute with xxxx. the coolant light came on in my xxxx xxxx xxxx in xxxx xxxx. i made an appointment with xxxx for xxxx xxxx, who had done a state inspection and some frontend work including engine mounts the previous xxxx without issue. xxxx charged a 190.00 estimate fee and listed 6700.00 of work they felt needed to be done. i authorized 2400.00 for the issues relating to the coolant light coming on and paid on xxxx xxxx.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
"the coolant light coming on and paid on xxxx xxxx. they returned the car xxxx xxxxxxxx. the next day, the coolant light came on again. i contacted them immediately, and took the cat back in monday morning, the xxxx . they thought it was an air bubble, and then found it was a defective xxxxcrew. they got a different radiator screw, and i picked the car up the next day. they also did work that i authorized  new tires, control arms, and an oil change.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
"rized  new tires, control arms, and an oil change. on xxxx xxxx, we left for a conference in xxxx, ohio. two hours into the trip, the tire light came on. the new left passenger rear tire was totally flat, and the new front tires were inflated to xxxx xxxx instead of the recommended xxxx xxxx. when i put air into the rear tire, the valve came off in my hand. i quickly found a tire shop in xxxx xxxx, pa, that could replace the valve for 35.00.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
"xxxx, pa, that could replace the valve for 35.00. three more hours into the trip, a terrible scraping noise came from the undercarriage. we pulled over into the nearest town of xxxx, pa. there was a tire shop that was closing at xxxx pm and had closed by the time we made it there. we found a xxxx dealership that had not yet closed its repair facility. xxxx, a xxxx xxxx, diagnosed that xxxx had not screwed in the splash shield, which was making the noise.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
"in the splash shield, which was making the noise. he got us back on xxxx xxxx with xxxx in place of the xxxx screws, which held up for the xxxx trip. hes a hero. xxxx put us in danger with their carelessness. then, on xxxx xxxx, the coolant light came back on. i contacted xxxx, and they said to bring it in for a third time. because of the sloppy work to date, i can not do so without feeling foolish.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
"to date, i can not do so without feeling foolish. i do not have an issue with the 4200.00 xxxx xxxx charge, but i am requesting 2400.00 for the xxxx xxxx charge.","{""complaint_id"": 56, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"went to xxxx xxxx on xxxxyear and left no tip, however when i checked my credit card statements i saw that an additional xxxx xxxx had been fraudulently added on top of my bill. i then disputed this charge with the bank, wells fargo, but was denied even though the charge was clearly fraudulent. ive provided attachments of the police report i filed as well as a copy of the bill from the restaurant.","{""complaint_id"": 119, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"as well as a copy of the bill from the restaurant. if a copy of the receipt was retrieved from the restaurant it would clearly show a difference between my customer copy and the copy they have, which would either show i left a xxxx xxxx xxxxp or they fraudulently modified the receipt to include tip.","{""complaint_id"": 119, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"today, xxxxyear, between xxxx and xxxxxxxx xxxx, i contacted citibank after being notified of an outstanding balance of 100.00 on my credit card. when attempting to verify my identity through their website, i was unable to proceed because the phone verification system failed to send the code to my registered number. i then attempted to resolve the matter over the phone and offered to make the full payment of 100.00 immediately to avoid any additional charges.","{""complaint_id"": 117, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 4}"
"00.00 immediately to avoid any additional charges. however, the representative refused to process the payment because they were again unable to verify either my phone number or security question. during the call, i provided my full personal information  social security number date of birth full name card number despite my clear intention to resolve the issue and fulfill my payment obligation, the agent refused to accept my payment and could not guarantee that i wouldnt be charged further fees.","{""complaint_id"": 117, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 4}"
"guarantee that i wouldnt be charged further fees. when i requested a reference number for the call and the agents full name, they refused to provide either. additionally, the agent declined to confirm the mailing address where the verification letter and code were allegedly sent. my complaint is that i am being penalized for an issue that is not my fault.","{""complaint_id"": 117, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 4}"
"being penalized for an issue that is not my fault. i am ready and willing to pay my full balance of 100.00, and i find it abusive and unacceptable that citibank is preventing me from doing so due to a technical failure on their end. i respectfully request that this matter be escalated, that my account not incur further fees, and that i be contacted with a resolution as soon as possible. thank you for your attention to this urgent matter.","{""complaint_id"": 117, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 4}"
i closed my fortiva credit card in xxxx. xxxx or xxxxxxxx .because they were going to charge. a new anual fee of xxxx in a new year plus a. monthly maintenance fee of xxxx. last years fee was xxxx. and no maintance fees. i called them after receiving a letter by mail. so i said said to close my account. so they did. then in the last of xxxx. they charged me the old anual fee of xxxx then a monthly maintance fee of xxxx. the acount had been closed. it caused the acount to be overlimit.,"{""complaint_id"": 26, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
been closed. it caused the acount to be overlimit. and payment doubled. plus no warning on this 3 months later anual fee. its caused me you be late. cause i didnt have enough money for new bill. i asked. for fee back 2 diferent times they said no we cant. i had got the card paid back in them 3 months. and then they decided to charge me them fees on my closed account. so its erased. any pay down i made. i belive it was purposeful i went my acount repaid them fees,"{""complaint_id"": 26, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"case id  xxxx case  xxxx case  xxxx re  fraudulent xxxx charges  xxxxyear  96.00 xxxxyear  160.00 xxxxyear  xxxx i did not make any of the above charges and i did not authorize anyone to make these charges. there was some kind of intricate scam going on at this time involving my credit card ending in xxxx. on xxxxyear, xxxxyear, and xxxxyear, i had received 3 separate deliveries from my local xxxx store. each package contained a bag of balloons that i had not ordered.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 7}"
ontained a bag of balloons that i had not ordered. i was especially concerned about this because my name was clearly on each package as though i ordered it. i called xxxx s customer service and the rep looked up my xxxx account and informed me that there were no such charges on my account. he could not explain why i received the packages and told me not to worry about it because no such orders were on my account. see attached photo for reference.,"{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 7}"
"e on my account. see attached photo for reference. during this same time,  not sure if this had anything to do with the above  i received xxxx small yellow packages from an unknown sender on different days. i only opened the first received package which was a letter that was very vague thanking me for a purchase but not indicating what the purchase was or from whom. i knew it was another scam and assumed it was connected to the xxxx balloons somehow.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 7}"
"med it was connected to the xxxx balloons somehow. i think this scammer was hoping i would scan the  qr  code on the front of the package to try to figure out who it was from but i declined to do that to avoid going deeper into their scam. again, i am not sure if this scam is connected to the xxxx scam or just a big coincidence. see attached 2 photos for reference. i am reiterating, i did not make any of the above 3 xxxx purchases.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 7}"
"i did not make any of the above 3 xxxx purchases. on xxxxyear, i received a letter regarding citicard master card s investigation of my above disputes and they included the merchant s  xxxx  documentation which xxxx claim proves i made the transaction.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 7}"
"on which xxxx claim proves i made the transaction. if a person with any common sense would review this documentation, they would see that the email address and name on the account is not mine, the ip address is located somewhere in georgia  out of state  and the contact and telephone information are not mine.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 7}"
"he contact and telephone information are not mine. in addition, it actually says on these documents, that the orders were never fulfilled due to inventory issues and the xxxx merchant is foreign and suspicious since xxxx is claiming this was a local store delivery! i did not make the above 3 purchases and refuse to pay for something that i did not purchase. i do not want a credit card from a company that has absolutely no common sense.","{""complaint_id"": 38, ""product"": ""Credit card"", ""chunk_index"": 6, ""total_chunks"": 7}"
"my new credit card citibank aadvantage card was closed today without warning. the card is new and ive already made a few purchases. upon my last purchase i got the alert to verify if its me, i said yes and everything was fine. i made a purchase after that , a large purchase  i happened to check the account online and if said closed. i called three times and they all say they cant see why however, a verification letter was sent. no explanation they couldnt see. this is ridiculous.","{""complaint_id"": 118, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 3}"
"explanation they couldnt see. this is ridiculous. the last rep i talked to said the letter will explain why and it may be a option to reopened. im concern if not, my credit rating being affected. if they needed to verify if it was me, this should have been done upfront. im not sure whats next because i have to wait 7 to 10 days for this letter.","{""complaint_id"": 118, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 3}"
cause i have to wait 7 to 10 days for this letter. i will want to start a suit if my account is not opened back up after complete verification and i have a great credit score and they will negatively affect it marking my account close account. this is unacceptable for citibank after i already comply and told them it was me that were making purchases.,"{""complaint_id"": 118, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 3}"
"during a recent call with barclays, a representative was able to log into my account on their end and confirmed that my account is restricted, preventing me from accessing it or making payments. however, when they contacted another department, they claimed they could not see any restriction. this conflicting information reveals internal system inconsistencies and poor communication within barclays.","{""complaint_id"": 170, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 2}"
"sistencies and poor communication within barclays. because of this, i remain locked out of my account and unable to make payments, which is causing ongoing financial harm. i request an immediate resolution and clear explanation of why this is happening.","{""complaint_id"": 170, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 2}"
"i had both of my accounts with citi bank xxxx without warning, after payments bounced. i am currently covered under a xxxx and hadnt received my long term xxxx payment due to mistakes from the insurance company. no rememdy was given, and accounts were xxxx, including xxxx that had been open in good standing since xxxx","{""complaint_id"": 104, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
i was unable to reset my password to login and make a payment. causing my payment to be 30 days behind. once they helped me reset my password i made the payment needed. they had already reported my account 30 days late at this time.,"{""complaint_id"": 82, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"subject  notice of unauthorized credit limit decrease dear best buy customer service, i am writing to formally address an issue regarding my best buy credit card. i recently discovered that my credit limit was decreased without any prior notice. based on my understanding of the laws governing credit card issuers and my rights as a consumer, this action appears to be in violation of several federal regulations, and i am requesting an immediate review and correction of this matter.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 6}"
"an immediate review and correction of this matter. according to the credit card accountability, responsibility, and disclosure act of xxxx xxxx card act  and the truth in lending act  tila , i believe the following laws were violated  1. card act  section 101  a   1   credit card issuers are required to provide at least 45 days advance notice before decreasing a credit limit. i did not receive any such notice, and i was not made aware of the change before it occurred. 2.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 6}"
"ot made aware of the change before it occurred. 2. card act  section 101  a   3   if the credit limit reduction was based on information from a credit bureau, i must be informed of the reason for this action. however, i was not provided any explanation or disclosure as to why my limit was decreased. 3. card act  section 102  as a consumer, i have the right to opt out of certain changes, including credit limit decreases, in specific circumstances.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 6}"
"credit limit decreases, in specific circumstances. i was not given this option, nor was i informed of the reduction in advance, making it impossible for me to exercise my right. 4. tila  section 1026.9  c   creditors are required to notify consumers of significant changes to their credit card terms, including credit limit reductions, at least 45 days in advance. i did not receive any such notification, thus violating my rights under this statute.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 6}"
"tion, thus violating my rights under this statute. given that these laws appear to have been violated, i request that you immediately  xxxx. provide a detailed explanation for the credit limit decrease and clarify whether it was based on information from a credit bureau. xxxx. reinstate my previous credit limit, or provide a reasonable justification for the reduction in compliance with the law. xxxx.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 6}"
"or the reduction in compliance with the law. xxxx. take corrective action by ensuring that proper notices are sent to me in the future in accordance with the laws cited above. if i do not receive a satisfactory response within 30 days, i will be forced to consider further actions, including filing a complaint with the   and exploring other legal avenues to resolve this matter. please address this issue promptly and send a response to my contact details listed above.","{""complaint_id"": 127, ""product"": ""Credit card"", ""chunk_index"": 5, ""total_chunks"": 6}"
"i have a citi rewards cards. the credit balance issued to me was 8400.00. i recently moved, which meant my bills would be lowered, which meant id have less use for my credit cards. so in order to keep my usage in a generally good area i used each of my cards with the intention to pay them down monthly which would result in a boost to my credit score, showing creditors i can pay doen. all of my cards are in good standing. my credit is in good standing.","{""complaint_id"": 2, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 4}"
e in good standing. my credit is in good standing. but on the xxxx xxxx xxxx citi abruptly slashes the balance of my card from 8400.00 down to 5400.00 and sends me a message that i have just about reached my credit limit. i contacted them and all they said was consult a letter they emailed on the xxxx.,"{""complaint_id"": 2, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 4}"
"aid was consult a letter they emailed on the xxxx. the slashing action was taken the day of the letter  xxxx  and i had no recourse to respond nor was i even aware of this action prior to the notification about reaching my limit, which i received on or about the xxxx of xxxx. this is an egregious act that not only blindsided me but manipulates my account to make it appear that im close to reaching the limit, when in fact i was no where near the limit.","{""complaint_id"": 2, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 4}"
"limit, when in fact i was no where near the limit. this could negatively impact my credit score through no fault of my own.","{""complaint_id"": 2, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 4}"
"i called to cancel my xxxx xxxx citi xxxx on xxxxxxxx. i was told that the annual fee was not going to be charged at the end of xxxx. i was charged 99.00 on xxxxxxxx. they promised to credit back my account. citi credited 82.00 in xxxx and claimed that they needed xxxx days to finalize conversion. therefore, i had to pay for a partial fee during a time that i did not have the card with benefits. they never disclosed that a partial fee was going to be refunded.","{""complaint_id"": 46, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 1}"
"what happened  i have a xxxx xxxx credit card issued by citibank, which i applied for and used once online to purchase appliances. i never activated the physical card that was mailed to meit has remained in my locked safe, still unactivated with the original activation sticker. on xxxxyear, i noticed an unexpected autodebit from my checking account for a minimum payment to citi.","{""complaint_id"": 97, ""product"": ""Credit card"", ""chunk_index"": 0, ""total_chunks"": 5}"
"my checking account for a minimum payment to citi. my xxxx xxxx card has had a 0.00 balance for years, so i logged into my account and discovered a new, unauthorized transaction for 1900.00. i immediately contacted citibank to report it as fraud. this is case  xxxx according to their records. while following up with xxxx xxxx and citis fraud teams, i was told the purchase occurred instore and that the item had later been returned for cash.","{""complaint_id"": 97, ""product"": ""Credit card"", ""chunk_index"": 1, ""total_chunks"": 5}"
"nd that the item had later been returned for cash. this was especially concerning, as it indicates someone used my account fraudulently, and the store and citi allowed the transaction and refund to occur without properly verifying identity or card activation status.","{""complaint_id"": 97, ""product"": ""Credit card"", ""chunk_index"": 2, ""total_chunks"": 5}"
"erly verifying identity or card activation status. despite my immediate fraud report, and despite the physical card never being activated or used, citibank sent me a letter on xxxxyear stating thatbecause the transaction happened near where i livethey have determined it was not fraud and are rebilling the charge to me. why im filing this complaint  citibank has failed to properly investigate this fraud claim and is holding me liable for a charge i clearly did not authorize or benefit from.","{""complaint_id"": 97, ""product"": ""Credit card"", ""chunk_index"": 3, ""total_chunks"": 5}"
"harge i clearly did not authorize or benefit from. the card has not been activated or used physically, and i reported the fraud immediately upon discovery. the cardholder agreement outlines protections against unauthorized charges, and i believe citi is violating those terms. additionally, xxxx xxxx enabled this fraud by not requiring identification for either the purchase or the cash return.","{""complaint_id"": 97, ""product"": ""Credit card"", ""chunk_index"": 4, ""total_chunks"": 5}"
